CAR_SELL_NO,CAR_ID,CAR_SELL_EA,CAR_SELL_PRICE,CAR_SELL_DATE
2094,I019914614,15,92820,2021-07-29
2095,H937158201,14,69776,2021-03-08
2096,Z156770438,8,22264,2021-05-15
2097,J456097220,19,639160,2021-12-18
2098,I249048847,17,186694,2021-02-14
2099,Z936649926,14,1251040,2021-02-01
2100,B682141748,2,164286,2021-05-21
2101,V091858224,13,178594,2021-08-05
2102,S993709882,23,1244553,2021-01-13
2103,L178691740,18,1093806,2021-09-09
2104,I153209246,4,226956,2021-04-27
2105,L178691740,24,1458408,2021-02-11
2106,I820340673,8,96520,2021-09-02
2107,I287499056,13,1116115,2021-03-03
2108,W319274254,22,2101550,2021-06-15
2109,E619219917,18,506466,2021-04-21
2110,F084223066,5,143520,2021-09-06
2111,L435805178,19,296001,2021-01-24
2112,V345497468,30,2404590,2021-01-25
2113,R851582856,16,434768,2021-10-22
2114,F473905391,30,2864820,2021-04-15
2115,Q850678922,21,1721034,2021-03-19
2116,Q878145912,12,155568,2021-01-24
2117,U129684275,7,357504,2021-01-27
2118,V126584428,9,132372,2021-02-25
2119,E755360650,25,1055700,2021-02-11
2120,P829129866,14,1378874,2021-10-29
2121,A580579654,1,28768,2021-04-21
2122,Q031874019,5,179620,2021-06-02
2123,D566525219,20,1085320,2021-04-30
2124,O892921644,2,14492,2021-09-18
2125,Y003939970,29,1980120,2021-10-08
2126,V163912878,7,104076,2021-03-18
2127,W944536769,10,158730,2021-05-04
2128,D348188468,29,460955,2021-09-15
2129,G627197312,10,703840,2021-03-24
2130,K410090627,19,437095,2021-10-26
2131,E018566127,23,1221875,2021-06-22
2132,L840061218,28,2692732,2021-11-09
2133,U793064742,30,2891340,2021-04-20
2134,X131004086,14,828464,2021-12-01
2135,E648622675,14,122416,2021-12-23
2136,W426789524,16,685712,2021-04-10
2137,H572416222,30,1367190,2021-01-07
2138,S707572184,27,2168775,2021-12-18
2139,L424845602,2,78168,2021-07-29
2140,X131004086,24,1420224,2021-07-13
2141,D295292814,12,152784,2021-02-02
2142,L597122875,30,2668320,2021-09-28
2143,C695876719,6,63276,2021-10-02
2144,Z488013552,28,889084,2021-04-04
2145,I342673109,15,1076490,2021-09-29
2146,G516987560,14,1389934,2021-01-29
2147,Z835518442,27,1804221,2021-04-16
2148,W336315175,8,790360,2021-06-15
2149,Q631063254,6,431340,2021-07-11
2150,D636790778,12,350004,2021-11-08
2151,Y145434488,3,125397,2021-05-13
2152,F817772523,2,4198,2021-06-13
2153,L976488757,6,337344,2021-05-21
2154,D295292814,6,76392,2021-02-23
2155,K219569383,7,630847,2021-11-04
2156,H571457057,24,1235352,2021-12-17
2157,K355649848,5,492885,2021-01-16
2158,P940910126,4,330244,2021-11-06
2159,O513345910,15,417885,2021-11-29
2160,Q282546560,15,703080,2021-05-15
2161,V798707875,21,380142,2021-05-09
2162,T435687422,12,462552,2021-11-16
2163,R851582856,9,244557,2021-03-11
2164,R342961335,28,1593900,2021-08-17
2165,T435687422,29,1117834,2021-08-10
2166,V798707875,5,90510,2021-07-14
2167,Q955787248,16,526736,2021-01-05
2168,H214226296,22,1663222,2021-04-11
2169,X804421918,26,665912,2021-03-08
2170,X889246355,30,2061930,2021-03-10
2171,T007675122,17,1407634,2021-01-14
2172,F294229612,26,1538966,2021-06-07
2173,R006393132,3,247911,2021-05-26
2174,I650102432,15,1054275,2021-10-16
2175,X547437075,18,39942,2021-05-02
2176,H850272407,17,866337,2021-04-13
2177,Z454157415,2,197422,2021-06-18
2178,M059209480,14,1013222,2021-12-06
2179,K426456728,9,674091,2021-11-02
2180,F233952928,8,735888,2021-02-07
2181,Y601963332,27,1454085,2021-11-20
2182,E650113547,2,95466,2021-08-19
2183,R006393132,4,330548,2021-08-10
2184,P264867520,14,433720,2021-11-09
2185,V178697294,9,162297,2021-12-22
2186,B777474272,2,111994,2021-02-14
2187,M387720089,24,2344104,2021-03-23
2188,G255857757,3,168714,2021-04-17
2189,Z348789000,28,1386252,2021-02-07
2190,J899940068,4,117484,2021-04-15
2191,U288325031,3,233547,2021-09-11
2192,J084575704,5,496360,2021-05-18
2193,E387952749,27,1854657,2021-06-24
2194,K432300765,5,41430,2021-11-26
2195,M354903096,19,192166,2021-03-24
2196,L424845602,11,429924,2021-06-30
2197,C375200856,22,719092,2021-06-23
2198,T439170559,16,578976,2021-08-30
2199,W825671125,24,840096,2021-06-13
2200,O271066400,19,705793,2021-12-09
2201,F233952928,20,1839720,2021-02-17
2202,W648466726,2,186394,2021-06-23
2203,N928648923,18,713592,2021-01-23
2204,J456097220,14,470960,2021-08-18
2205,R838650702,28,276612,2021-12-23
2206,V466222140,1,72292,2021-03-09
2207,N655665247,19,1183586,2021-05-06
2208,I006383636,26,401882,2021-11-02
2209,W177054398,19,1852006,2021-09-17
2210,I019914614,21,129948,2021-08-12
2211,L349083906,23,149132,2021-01-11
2212,N037783278,9,784197,2021-01-20
2213,I422348862,5,475135,2021-05-24
2214,K675118973,20,141320,2021-12-30
2215,S289337206,10,685740,2021-11-03
2216,G373221450,15,405645,2021-09-21
2217,V649487358,20,1472120,2021-01-08
2218,N250087252,23,1805868,2021-06-21
2219,T256482670,13,528671,2021-03-14
2220,R045212163,24,378936,2021-11-14
2221,K044004460,12,767184,2021-12-24
2222,S906740796,9,86301,2021-07-29
2223,J119544197,13,1112280,2021-11-05
2224,U550239598,6,472836,2021-09-24
2225,U195532449,12,1107312,2021-03-10
2226,V123178807,9,735003,2021-11-26
2227,H194276166,23,2274700,2021-05-07
2228,T037773970,26,129506,2021-10-08
2229,M349682280,24,2154984,2021-09-30
2230,U900732201,30,735780,2021-07-28
2231,Y636652899,26,1266252,2021-12-11
2232,V549103886,29,1925774,2021-03-02
2233,F524136742,26,486330,2021-12-05
2234,W667463011,15,1036695,2021-02-21
2235,X536101175,30,237360,2021-01-16
2236,Y257746766,24,259176,2021-04-06
2237,P044144927,5,33395,2021-09-30
2238,Y141924972,12,783456,2021-05-07
2239,H957734696,19,464968,2021-04-13
2240,S255811793,18,223722,2021-10-22
2241,U447532305,13,113763,2021-05-26
2242,R685212970,13,72176,2021-09-29
2243,E018566127,26,1381250,2021-08-15
2244,Z348789000,27,1336743,2021-03-13
2245,H433910994,1,80166,2021-07-03
2246,J572712728,9,273690,2021-09-19
2247,X396873831,9,648918,2021-09-19
2248,U801239842,5,259320,2021-12-19
2249,B674020968,26,2019680,2021-07-30
2250,N975393626,29,987247,2021-08-11
2251,Z117933754,26,418314,2021-09-21
2252,P333072370,4,251916,2021-08-17
2253,K436483658,5,163590,2021-08-12
2254,T037773970,2,9962,2021-12-16
2255,J060439630,2,9302,2021-12-02
2256,T028924690,2,172452,2021-02-03
2257,I073196826,29,424357,2021-04-20
2258,U449146077,9,844047,2021-05-03
2259,X297977695,20,1666400,2021-12-29
2260,E306830715,11,394537,2021-03-04
2261,Y342036938,24,2024352,2021-09-14
2262,H411605976,21,1613262,2021-01-16
2263,B198396987,13,480051,2021-06-09
2264,Y182660926,24,1497144,2021-12-15
2265,C692656818,28,350756,2021-09-25
2266,K496502540,3,297264,2021-12-17
2267,W900686286,6,288408,2021-03-30
2268,H433910994,22,1763652,2021-02-15
2269,H596256921,4,102492,2021-02-26
2270,E648622675,14,122416,2021-08-24
2271,S414961513,4,146256,2021-08-30
2272,I419515451,17,1388475,2021-10-17
2273,H447530732,13,1076894,2021-05-09
2274,L424845602,20,781680,2021-08-26
2275,G679706104,28,963956,2021-03-06
2276,K963308401,26,1879046,2021-07-18
2277,L682245013,9,182502,2021-08-26
2278,K525466793,5,497190,2021-11-24
2279,J717523165,11,736472,2021-01-05
2280,Z832300084,23,843203,2021-04-26
2281,L452429983,8,263248,2021-04-24
2282,P926378923,14,934500,2021-10-10
2283,P024096291,10,233740,2021-01-10
2284,R145944006,12,18828,2021-09-17
2285,T338673690,5,14415,2021-04-08
2286,Q979647062,3,69369,2021-10-07
2287,T857924674,28,756112,2021-10-09
2288,H625764902,3,288933,2021-07-13
2289,R999448986,22,364166,2021-05-09
2290,R045212163,14,221046,2021-07-13
2291,S720565277,9,569169,2021-11-12
2292,G265673900,22,349778,2021-12-21
2293,C809725832,19,1674280,2021-07-16
2294,U267427652,21,385812,2021-07-16
2295,N147457289,3,167088,2021-02-02
2296,J289932404,15,587430,2021-02-07
2297,E612715986,4,191296,2021-08-20
2298,K038228761,2,127164,2021-05-29
2299,C502625116,30,1191840,2021-10-09
2300,M107246804,5,96690,2021-08-02
2301,R549345070,5,137565,2021-01-11
2302,I650102432,14,983990,2021-05-22
2303,M848371534,28,1573348,2021-06-16
2304,U828265421,30,2440650,2021-11-17
2305,S993709882,22,1190442,2021-01-12
2306,C303397977,18,149994,2021-02-08
2307,Z488013552,14,444542,2021-06-20
2308,J584027212,7,332262,2021-01-07
2309,D027734551,13,1278875,2021-03-02
2310,X592842496,19,711873,2021-08-25
2311,F167425315,27,474417,2021-09-16
2312,U407582858,2,188202,2021-04-11
2313,F032211073,4,96512,2021-04-06
2314,X029654553,30,549240,2021-06-23
2315,F239751988,4,194480,2021-08-10
2316,S027552319,27,1235169,2021-07-06
2317,I977809955,6,287190,2021-04-07
2318,W311612598,26,1839760,2021-10-12
2319,A595952402,30,2386710,2021-04-02
2320,T840592413,10,411140,2021-07-29
2321,Y531854286,16,1446496,2021-08-12
2322,V713206780,23,810451,2021-02-14
2323,B674020968,7,543760,2021-03-07
2324,P070368244,13,1259167,2021-03-22
2325,G356830747,21,1447278,2021-12-26
2326,S013501024,24,51000,2021-11-04
2327,V649487358,7,515242,2021-05-24
2328,C129010249,17,1121235,2021-03-11
2329,D023403094,1,37092,2021-07-22
2330,A365328864,30,574200,2021-09-07
2331,T564991587,2,108932,2021-05-09
2332,L178691740,9,546903,2021-10-28
2333,X889246355,20,1374620,2021-08-03
2334,J084606259,7,360934,2021-10-04
2335,V602852900,23,2113240,2021-12-07
2336,P224250726,27,2348865,2021-09-22
2337,R838650702,23,227217,2021-09-12
2338,S717373067,22,642180,2021-11-25
2339,B863206560,25,88900,2021-06-08
2340,Z742478223,17,19091,2021-07-17
2341,V713206780,7,246659,2021-12-22
2342,H529868855,16,1526192,2021-03-03
2343,O106473515,12,219408,2021-09-15
2344,G065805243,25,1190275,2021-12-11
2345,N392819870,20,1907600,2021-12-13
2346,D348188468,10,158950,2021-06-14
2347,G055573166,21,731430,2021-08-11
2348,I249048847,24,263568,2021-06-25
2349,L065474930,25,983825,2021-07-21
2350,K984183351,20,1265060,2021-12-21
2351,G683484616,21,694680,2021-09-09
2352,N769705221,17,491521,2021-11-28
2353,A015230780,17,847110,2021-02-08
2354,X007877659,26,270218,2021-10-06
2355,P314703686,23,724454,2021-03-29
2356,R851582856,22,597806,2021-03-20
2357,G821038534,8,611760,2021-06-05
2358,C087693814,18,671364,2021-04-25
2359,H237881012,4,235156,2021-11-14
2360,N250087252,26,2041416,2021-03-23
2361,O458732744,28,1916432,2021-03-03
2362,K157947778,12,1187076,2021-06-03
2363,F696689292,5,85695,2021-09-30
2364,R145944006,27,42363,2021-11-30
2365,Z190319137,4,362304,2021-05-13
2366,K355649848,4,394308,2021-06-07
2367,R324526142,11,586619,2021-08-07
2368,L776796466,15,383505,2021-02-16
2369,K912404783,28,934724,2021-10-25
2370,O958631113,12,464688,2021-10-26
2371,V245404749,8,631528,2021-01-25
2372,E439214140,20,1581140,2021-04-08
2373,U439819936,16,766432,2021-07-03
2374,R308840841,21,1667862,2021-06-04
2375,S806187736,30,2414760,2021-10-22
2376,U267427652,17,312324,2021-10-12
2377,P702142151,6,467070,2021-02-24
2378,G429441950,18,1274454,2021-10-10
2379,Y859429450,22,1767172,2021-10-24
2380,K585663062,24,1019160,2021-12-05
2381,M848371534,9,505719,2021-05-10
2382,N928648923,3,118932,2021-02-23
2383,Q142940321,20,1719100,2021-06-23
2384,N343526889,16,669856,2021-03-22
2385,O129745380,18,496188,2021-06-11
2386,L435805178,16,249264,2021-01-19
2387,L960764107,7,390621,2021-10-15
2388,X422570317,21,1564269,2021-10-21
2389,L896002982,15,728685,2021-10-07
2390,K357603959,6,18102,2021-06-06
2391,Q753858224,18,1569006,2021-06-24
2392,E660005754,19,351348,2021-11-21
2393,P793665209,2,173898,2021-03-30
2394,X278877011,4,390876,2021-07-16
2395,P897836561,23,1653792,2021-08-11
2396,R588450315,5,61300,2021-10-10
2397,V713206780,11,387607,2021-02-10
2398,K173473136,25,477425,2021-11-08
2399,S041543497,4,361280,2021-04-12
2400,C484508960,21,555870,2021-07-23
2401,I422348862,21,1995567,2021-03-22
2402,Y601963332,22,1184810,2021-03-08
2403,Q275599011,25,1532475,2021-09-27
2404,A183314876,26,2051920,2021-10-23
2405,M107246804,15,290070,2021-01-07
2406,M354903096,25,252850,2021-12-15
2407,L792975340,2,39430,2021-03-10
2408,M059209480,29,2098817,2021-01-03
2409,Z793212332,26,872222,2021-04-03
2410,R776416412,9,757512,2021-04-05
2411,R897366680,1,32426,2021-07-08
2412,K294839640,23,548826,2021-01-27
2413,F084223066,18,516672,2021-11-30
2414,D035741442,8,725000,2021-08-15
2415,L527089852,13,987779,2021-05-18
2416,G994569414,8,741120,2021-02-25
2417,C081665282,17,1683714,2021-09-01
2418,T525001063,4,260500,2021-02-08
2419,Q694083292,5,439525,2021-05-19
2420,L899573153,10,920770,2021-05-14
2421,N575791329,29,2544054,2021-03-13
2422,W681083986,1,84124,2021-02-04
2423,S390408908,20,379840,2021-07-21
2424,X775257222,15,434835,2021-03-20
2425,O254429620,14,390712,2021-07-15
2426,G429441950,6,424818,2021-06-06
2427,I966527332,14,1050672,2021-10-21
2428,B254892285,20,1502440,2021-12-29
2429,A382490538,5,334690,2021-02-07
2430,C278445126,7,641732,2021-10-04
2431,E018566127,7,371875,2021-03-03
2432,G822912920,12,855624,2021-11-06
2433,L051140613,14,362600,2021-09-24
2434,C214564354,13,379990,2021-01-03
2435,I034253576,19,1231960,2021-08-29
2436,B368741407,26,2486614,2021-02-06
2437,W775903896,8,121488,2021-01-18
2438,S729006635,17,1239912,2021-11-10
2439,N954067387,25,344950,2021-08-19
2440,K335342868,1,63681,2021-03-16
2441,X131735671,29,1044783,2021-05-15
2442,S204785497,8,187424,2021-07-08
2443,T185690918,18,695736,2021-02-08
2444,Y716982804,18,577350,2021-09-17
2445,H957734696,26,636272,2021-07-27
2446,A838680227,11,460636,2021-08-29
2447,L942555157,16,609392,2021-12-06
2448,I042029649,27,2438910,2021-12-14
2449,N954067387,24,331152,2021-07-08
2450,W973202434,24,1190256,2021-02-17
2451,T338673690,14,40362,2021-10-19
2452,G628269505,19,816696,2021-05-07
2453,I476126759,22,1882474,2021-07-05
2454,Q009275024,15,1328070,2021-10-17
2455,W944536769,19,301587,2021-10-25
2456,G679706104,28,963956,2021-12-11
2457,M529694219,23,1553834,2021-11-20
2458,T564991587,7,381262,2021-11-25
2459,E262575359,7,238133,2021-02-28
2460,H254115758,6,336618,2021-02-12
2461,X396873831,11,793122,2021-03-06
2462,R549345070,2,55026,2021-07-30
2463,P024096291,11,257114,2021-03-18
2464,O517540077,2,54354,2021-08-05
2465,B484257659,29,814378,2021-03-11
2466,W963859315,30,2745390,2021-11-24
2467,V798707875,5,90510,2021-10-29
2468,F657366749,21,868350,2021-03-09
2469,L729285254,1,9563,2021-04-20
2470,Y145434488,17,710583,2021-02-01
2471,V053300636,22,1209604,2021-03-27
2472,V602852900,30,2756400,2021-03-01
2473,B059047199,12,822384,2021-03-14
2474,K336182491,26,290316,2021-04-08
2475,Q753858224,11,958837,2021-05-29
2476,K648253971,29,2461462,2021-08-02
2477,I042029649,27,2438910,2021-04-30
2478,D825382288,24,1445472,2021-05-15
2479,X131735671,17,612459,2021-07-09
2480,I422348862,12,1140324,2021-10-20
2481,V549103886,10,664060,2021-09-15
2482,K819849191,7,541289,2021-08-07
2483,X592842496,11,412137,2021-08-18
2484,H014938554,7,538300,2021-06-14
2485,F054769969,24,1361280,2021-06-23
2486,P631422045,9,248517,2021-05-27
2487,D064426196,26,1632280,2021-12-19
2488,H625764902,21,2022531,2021-07-01
2489,L597122875,17,1512048,2021-05-20
2490,O771496263,3,173898,2021-09-04
2491,G234999584,4,165096,2021-02-24
2492,R324526142,13,693277,2021-12-03
2493,O517540077,10,271770,2021-08-06
2494,U711736928,24,1936968,2021-03-06
2495,T832737926,25,2117350,2021-05-20
2496,E619219917,18,506466,2021-02-10
2497,E439214140,20,1581140,2021-09-06
2498,S993709882,7,378777,2021-03-28
2499,C633404888,17,314092,2021-02-20
2500,G142738053,16,932368,2021-06-20
2501,P511871292,21,1479051,2021-02-05
2502,D348188468,25,397375,2021-01-16
2503,O126363356,21,283983,2021-04-23
2504,L960764107,6,334818,2021-03-22
2505,C647998314,9,755415,2021-11-20
2506,V628891543,18,869274,2021-07-29
2507,R538283140,4,50420,2021-03-03
2508,C670209583,2,141782,2021-10-15
2509,H220824678,6,488652,2021-10-08
2510,H433423845,3,16557,2021-09-25
2511,Y531854286,27,2440962,2021-07-27
2512,Y964414601,21,1016169,2021-01-19
2513,H957206787,11,921888,2021-05-17
2514,S806187736,13,1046396,2021-12-06
2515,X333735463,21,1412964,2021-09-03
2516,X478195768,13,513513,2021-11-08
2517,S513001278,12,777540,2021-07-28
2518,B547320719,3,55347,2021-11-16
2519,C304398698,4,192184,2021-08-05
2520,G940289043,21,1475502,2021-12-12
2521,W177054398,20,1949480,2021-05-25
2522,K219569383,29,2613509,2021-02-27
2523,K496502540,13,1288144,2021-10-25
2524,J456097220,7,235480,2021-12-06
2525,E237993517,19,834575,2021-03-24
2526,O985700236,3,276063,2021-04-01
2527,F983336578,7,680323,2021-11-12
2528,C375200856,1,32686,2021-09-27
2529,E212325485,8,623584,2021-09-06
2530,C647821765,4,337400,2021-03-27
2531,L504298571,19,833207,2021-04-27
2532,B018346499,23,2286453,2021-08-08
2533,L144390657,18,747558,2021-09-24
2534,W627998236,14,730856,2021-05-15
2535,T338673690,28,80724,2021-07-21
2536,U195532449,28,2583728,2021-01-28
2537,Q275599011,6,367794,2021-09-20
2538,U480695741,29,1043971,2021-02-13
2539,B368741407,3,286917,2021-02-15
2540,A444700900,18,1741104,2021-09-13
2541,Y141924972,22,1436336,2021-03-13
2542,H618072743,9,258912,2021-04-03
2543,R776416412,1,84168,2021-10-24
2544,V798707875,23,416346,2021-05-12
2545,O502901405,22,772244,2021-01-25
2546,T629832223,16,739568,2021-07-29
2547,U449146077,28,2625924,2021-06-01
2548,C120654890,13,992381,2021-07-09
2549,P335043999,21,796299,2021-06-26
2550,N575791329,2,175452,2021-12-09
2551,U602075933,1,71539,2021-07-29
2552,P222000440,16,363120,2021-12-26
2553,F650427154,9,677817,2021-10-25
2554,C692656818,28,350756,2021-02-18
2555,R882412954,6,250056,2021-11-06
2556,A468883603,12,614220,2021-06-08
2557,G994569414,16,1482240,2021-01-20
2558,X478195768,7,276507,2021-04-02
2559,O482969425,9,372177,2021-07-12
2560,K219569383,21,1892541,2021-02-03
2561,V897288233,11,436051,2021-06-30
2562,G821038534,29,2217630,2021-04-18
2563,I000309561,18,1259838,2021-02-20
2564,A580579654,24,690432,2021-06-12
2565,P713807057,26,1051882,2021-08-13
2566,S082131198,25,2468275,2021-03-24
2567,J815969329,2,149050,2021-05-02
2568,M194680066,26,461968,2021-07-13
2569,R342961335,17,967725,2021-09-01
2570,M943487957,5,485085,2021-01-04
2571,I977809955,21,1005165,2021-03-13
2572,V030398847,24,1868976,2021-07-22
2573,F582803310,18,1269144,2021-03-25
2574,X581279438,1,74105,2021-03-10
2575,V401335506,29,1168903,2021-05-12
2576,R176415300,6,470952,2021-09-28
2577,X347177369,17,988448,2021-05-12
2578,D508647407,2,42268,2021-04-01
2579,G940289043,27,1897074,2021-01-04
2580,G988240777,11,982399,2021-09-05
2581,F173403811,14,434616,2021-06-19
2582,L840061218,17,1634873,2021-06-21
2583,N259778916,7,69440,2021-09-25
2584,K219569383,14,1261694,2021-10-02
2585,F657366749,21,868350,2021-02-05
2586,R145944006,11,17259,2021-08-29
2587,P702142151,29,2257505,2021-01-14
2588,F650068521,12,491616,2021-08-09
2589,F073599766,25,1312025,2021-12-07
2590,U409952614,10,372620,2021-07-01
2591,T186807809,23,921725,2021-03-27
2592,V053300636,12,659784,2021-01-02
2593,A228947734,26,1455090,2021-04-16
2594,B482485011,9,82242,2021-08-27
2595,Y141924972,11,718168,2021-12-21
2596,Q892763697,7,127183,2021-03-16
2597,X460676864,24,1180776,2021-02-27
2598,U267427652,16,293952,2021-11-17
2599,R588450315,12,147120,2021-03-26
2600,S834123388,9,609921,2021-01-11
2601,H237881012,12,705468,2021-05-24
2602,I966527332,25,1876200,2021-08-25
2603,P626455908,2,33376,2021-09-05
2604,P926378923,7,467250,2021-09-21
2605,I911549650,20,537480,2021-02-13
2606,N380701156,15,1415130,2021-05-23
2607,V287532763,9,665406,2021-07-17
2608,N954067387,23,317354,2021-10-25
2609,B198396987,12,443124,2021-11-12
2610,D104907146,22,366542,2021-10-15
2611,Q112016639,29,904916,2021-06-24
2612,X581279438,4,296420,2021-07-01
2613,C085082552,30,2912910,2021-06-16
2614,O646710947,27,843912,2021-07-30
2615,L065474930,21,826413,2021-12-18
2616,Y579409230,1,88255,2021-05-30
2617,J084575704,7,694904,2021-08-25
2618,R459140924,11,919765,2021-11-23
2619,V602852900,23,2113240,2021-08-18
2620,Z298650762,6,46014,2021-08-22
2621,I042029649,15,1354950,2021-11-19
2622,L636418777,26,2289118,2021-03-02
2623,P631422045,24,662712,2021-05-15
2624,I519074181,25,1364100,2021-07-30
2625,L708776341,28,568848,2021-09-23
2626,B254108403,28,2420516,2021-03-21
2627,D747892885,27,2491830,2021-07-11
2628,S993709882,16,865776,2021-04-18
2629,N948004508,6,491670,2021-03-19
2630,S629510692,3,121194,2021-10-17
2631,N330988361,30,179310,2021-04-12
2632,N392819870,17,1621460,2021-07-26
2633,U602075933,28,2003092,2021-05-08
2634,V602852900,21,1929480,2021-09-16
2635,L776796466,24,613608,2021-09-25
2636,M811372016,6,10170,2021-05-30
2637,P783213929,8,193936,2021-01-25
2638,X422570317,15,1117335,2021-10-30
2639,E650661266,29,509617,2021-02-05
2640,Q640027190,26,1150942,2021-04-01
2641,H797052807,11,272173,2021-11-07
2642,S027552319,11,503217,2021-09-19
2643,Y182660926,1,62381,2021-12-08
2644,X880159119,14,1116206,2021-01-20
2645,I000309561,27,1889757,2021-05-14
2646,K294839640,29,691998,2021-06-22
2647,G295849836,5,231850,2021-07-14
2648,G123356987,5,177620,2021-02-16
2649,P598605230,30,2573820,2021-05-30
2650,N634132805,28,1190868,2021-05-07
2651,Y641628884,21,1674099,2021-12-23
2652,B633357219,16,1584816,2021-02-13
2653,F490375577,6,532416,2021-01-01
2654,B855115307,3,74007,2021-03-07
2655,P713807057,5,202285,2021-05-21
2656,U801239842,10,518640,2021-04-03
2657,Y492161934,5,233110,2021-10-29
2658,A595952402,16,1272912,2021-10-20
2659,Y964414601,7,338723,2021-11-15
2660,G055573166,25,870750,2021-09-16
2661,J877656098,6,536274,2021-06-30
2662,L306953388,8,18176,2021-10-08
2663,X007877659,22,228646,2021-01-22
2664,Z488013552,2,63506,2021-02-25
2665,R045212163,28,442092,2021-07-24
2666,T188620217,21,1348263,2021-02-18
2667,M811372016,28,47460,2021-05-27
2668,Z128252466,20,810980,2021-06-08
2669,Y566951563,7,249669,2021-10-09
2670,W706567633,23,439645,2021-11-05
2671,C661008057,30,1914870,2021-03-30
2672,W976725699,25,1738025,2021-10-03
2673,J815969329,15,1117875,2021-07-16
2674,Z128252466,27,1094823,2021-12-14
2675,O892921644,14,101444,2021-09-01
2676,V010582306,8,596216,2021-08-11
2677,B547320719,13,239837,2021-07-06
2678,B546304353,7,231238,2021-12-19
2679,U480695741,10,359990,2021-04-22
2680,P246723579,23,2045574,2021-06-24
2681,R479335556,10,48790,2021-06-21
2682,F318267263,23,1332022,2021-10-16
2683,L065474930,4,157412,2021-03-23
2684,C264312257,22,1211012,2021-06-11
2685,R459140924,8,668920,2021-04-25
2686,S720565277,6,379446,2021-02-20
2687,C042489337,9,290349,2021-07-16
2688,J853207340,18,1098450,2021-01-20
2689,H307902379,9,838071,2021-05-11
2690,O154986055,23,2167359,2021-02-18
2691,O516198682,8,405376,2021-06-26
2692,A731878913,24,1919976,2021-10-28
2693,J853207340,22,1342550,2021-05-20
2694,A606895442,5,146005,2021-09-07
2695,E928878967,7,589519,2021-06-30
2696,D747181561,26,2234284,2021-04-26
2697,E908328547,29,35322,2021-04-22
2698,D747892885,26,2399540,2021-11-11
2699,H866453209,6,314994,2021-01-21
2700,P461233551,27,1166994,2021-01-02
2701,U480695741,4,143996,2021-09-26
2702,N903170547,25,1482400,2021-11-21
2703,S802255447,21,525399,2021-06-06
2704,H433910994,30,2404980,2021-04-16
2705,G399765948,8,747648,2021-08-01
2706,S806187736,13,1046396,2021-12-05
2707,W825671125,1,35004,2021-02-01
2708,C237831319,21,110586,2021-06-20
2709,V617712197,12,717024,2021-08-11
2710,B926164119,10,866660,2021-06-17
2711,V466222140,13,939796,2021-06-13
2712,D953245086,20,509800,2021-09-28
2713,Z917939740,6,356628,2021-03-02
2714,J195103144,3,266337,2021-03-19
2715,T629832223,29,1340467,2021-02-09
2716,M387720089,29,2832459,2021-07-14
2717,R357513591,29,104719,2021-02-13
2718,B783139563,8,782040,2021-05-29
2719,M033667876,15,1215870,2021-05-04
2720,O502901405,16,561632,2021-07-02
2721,H220824678,3,244326,2021-06-21
2722,V982691755,14,36890,2021-12-08
2723,N330988361,24,143448,2021-09-15
2724,O787758959,25,1829625,2021-12-21
2725,Z093709864,4,253772,2021-02-19
2726,N490876449,13,979056,2021-06-16
2727,A595952402,10,795570,2021-02-07
2728,G661171237,23,819283,2021-11-06
2729,M033667876,1,81058,2021-09-24
2730,G661171237,25,890525,2021-12-04
2731,S337412274,21,621243,2021-02-22
2732,T538134172,10,364330,2021-05-19
2733,G245179103,16,56640,2021-06-09
2734,N856957614,6,444312,2021-06-06
2735,E962969762,12,585624,2021-04-16
2736,E648622675,16,139904,2021-11-18
2737,G994569414,20,1852800,2021-03-01
2738,Y613538164,8,512072,2021-03-13
2739,N655665247,19,1183586,2021-12-18
2740,S207311845,28,2652748,2021-12-20
2741,S729006635,15,1094040,2021-08-28
2742,E033775266,8,700112,2021-04-17
2743,N634132805,27,1148337,2021-06-14
2744,S834123388,24,1626456,2021-12-22
2745,D636790778,21,612507,2021-11-04
2746,I042029649,1,90330,2021-03-14
2747,A382490538,2,133876,2021-08-22
2748,F510555806,21,568071,2021-06-06
2749,C498228694,24,597312,2021-04-19
2750,Q554464601,15,335430,2021-11-15
2751,V333586969,14,727566,2021-03-02
2752,O646710947,2,62512,2021-04-20
2753,A861146672,18,1194930,2021-05-23
2754,F573128915,17,532899,2021-05-14
2755,Z221263507,8,119424,2021-01-16
2756,P044144927,4,26716,2021-09-11
2757,S173852567,29,2880773,2021-05-10
2758,A243637392,13,293904,2021-10-30
2759,U330932532,26,1848912,2021-02-23
2760,K219569383,16,1441936,2021-11-26
2761,V680613595,5,329685,2021-06-02
2762,J834892150,2,199210,2021-08-27
2763,T394178361,20,347000,2021-04-13
2764,A010767385,28,420840,2021-08-08
2765,B089717170,23,1139213,2021-06-23
2766,U990309396,6,388914,2021-11-08
2767,W336315175,25,2469875,2021-08-22
2768,G429441950,9,637227,2021-10-20
2769,F650427154,6,451878,2021-09-23
2770,T832737926,28,2371432,2021-05-24
2771,P631023343,18,23256,2021-05-26
2772,K585663062,27,1146555,2021-07-27
2773,E286975003,1,61056,2021-12-28
2774,E439214140,8,632456,2021-12-13
2775,G679706104,29,998383,2021-04-23
2776,D136469511,2,188036,2021-04-05
